Temps;Canal A
(us);(V)

-19,39409374;0,34412670
-19,38409374;0,36225470
-19,37409374;0,36225470
-19,36409374;0,36225470
-19,35409374;0,36225470
-19,34409374;0,36225470
-19,33409374;0,36225470
-19,32409374;0,38032170
-19,31409374;0,38032170
-19,30409374;0,38032170
-19,29409374;0,38032170
-19,28409374;0,39838860
-19,27409374;0,39838860
-19,26409374;0,39838860
-19,25409374;0,38032170
-19,24409374;0,39838860
-19,23409374;0,39838860
-19,22409374;0,39838860
-19,21409374;0,39838860
-19,20409374;0,39838860
-19,19409374;0,39838860
-19,18409374;0,39838860
-19,17409374;0,41645560
-19,16409374;0,41645560
-19,15409374;0,41645560
-19,14409374;0,41645560
-19,13409374;0,41645560
-19,12409374;0,43458360
-19,11409374;0,43458360
-19,10409374;0,43458360
-19,09409374;0,43458360
-19,08409374;0,43458360
-19,07409374;0,43458360
-19,06409374;0,43458360
-19,05409374;0,43458360
-19,04409374;0,43458360
-19,03409374;0,45265050
-19,02409374;0,43458360
-19,01409374;0,45265050
-19,00409374;0,45265050
-18,99409374;0,45265050
-18,98409374;0,45265050
-18,97409374;0,45265050
-18,96409374;0,45265050
-18,95409374;0,47071750
-18,94409374;0,47071750
-18,93409374;0,47071750
-18,92409374;0,47071750
-18,91409374;0,47071750
-18,90409374;0,47071750
-18,89409374;0,47071750
-18,88409374;0,47071750
-18,87409374;0,48878440
-18,86409374;0,48878440
-18,85409374;0,47071750
-18,84409374;0,48878440
-18,83409374;0,48878440
-18,82409374;0,48878440
-18,81409374;0,48878440
-18,80409374;0,50685140
-18,79409374;0,50685140
-18,78409374;0,50685140
-18,77409374;0,50685140
-18,76409374;0,50685140
-18,75409374;0,50685140
-18,74409374;0,50685140
-18,73409374;0,50685140
-18,72409374;0,50685140
-18,71409374;0,50685140
-18,70409374;0,52497940
-18,69409374;0,50685140
-18,68409374;0,52497940
-18,67409374;0,52497940
-18,66409374;0,52497940
-18,65409374;0,52497940
-18,64409374;0,54304640
-18,63409374;0,54304640
-18,62409374;0,54304640
-18,61409374;0,54304640
-18,60409374;0,54304640
-18,59409374;0,54304640
-18,58409374;0,54304640
-18,57409374;0,54304640
-18,56409374;0,54304640
-18,55409374;0,54304640
-18,54409374;0,54304640
-18,53409374;0,54304640
-18,52409374;0,54304640
-18,51409374;0,54304640
-18,50409374;0,56111330
-18,49409374;0,54304640
-18,48409374;0,56111330
-18,47409374;0,56111330
-18,46409374;0,56111330
-18,45409374;0,57918030
-18,44409374;0,56111330
-18,43409374;0,56111330
-18,42409374;0,56111330
-18,41409374;0,57918030
-18,40409374;0,56111330
-18,39409374;0,57918030
-18,38409374;0,57918030
-18,37409374;0,57918030
-18,36409374;0,57918030
-18,35409374;0,57918030
-18,34409374;0,57918030
-18,33409374;0,57918030
-18,32409374;0,57918030
-18,31409374;0,59730830
-18,30409374;0,59730830
-18,29409374;0,59730830
-18,28409374;0,59730830
-18,27409374;0,59730830
-18,26409374;0,59730830
-18,25409374;0,59730830
-18,24409374;0,59730830
-18,23409374;0,59730830
-18,22409374;0,59730830
-18,21409374;0,59730830
-18,20409374;0,61537520
-18,19409374;0,61537520
-18,18409374;0,61537520
-18,17409374;0,61537520
-18,16409374;0,61537520
-18,15409374;0,61537520
-18,14409374;0,61537520
-18,13409374;0,61537520
-18,12409374;0,61537520
-18,11409374;0,61537520
-18,10409374;0,61537520
-18,09409374;0,61537520
-18,08409374;0,61537520
-18,07409374;0,61537520
-18,06409374;0,61537520
-18,05409374;0,61537520
-18,04409374;0,61537520
-18,03409374;0,61537520
-18,02409374;0,61537520
-18,01409374;0,61537520
-18,00409374;0,61537520
-17,99409374;0,61537520
-17,98409374;0,61537520
-17,97409374;0,63344220
-17,96409374;0,63344220
-17,95409375;0,61537520
-17,94409375;0,61537520
-17,93409375;0,63344220
-17,92409375;0,61537520
-17,91409375;0,63344220
-17,90409375;0,63344220
-17,89409375;0,63344220
-17,88409375;0,63344220
-17,87409375;0,63344220
-17,86409375;0,63344220
-17,85409375;0,63344220
-17,84409375;0,63344220
-17,83409375;0,63344220
-17,82409375;0,63344220
-17,81409375;0,63344220
-17,80409375;0,63344220
-17,79409375;0,63344220
-17,78409375;0,63344220
-17,77409375;0,63344220
-17,76409375;0,63344220
-17,75409375;0,63344220
-17,74409375;0,63344220
-17,73409375;0,63344220
-17,72409375;0,63344220
-17,71409375;0,65150920
-17,70409375;0,63344220
-17,69409375;0,63344220
-17,68409375;0,65150920
-17,67409375;0,63344220
-17,66409375;0,63344220
-17,65409375;0,63344220
-17,64409375;0,63344220
-17,63409375;0,65150920
-17,62409375;0,63344220
-17,61409375;0,65150920
-17,60409375;0,65150920
-17,59409375;0,65150920
-17,58409375;0,65150920
-17,57409375;0,63344220
-17,56409375;0,65150920
-17,55409375;0,63344220
-17,54409375;0,65150920
-17,53409375;0,65150920
-17,52409375;0,65150920
-17,51409375;0,65150920
-17,50409375;0,65150920
-17,49409375;0,65150920
-17,48409375;0,65150920
-17,47409375;0,63344220
-17,46409375;0,63344220
-17,45409375;0,65150920
-17,44409375;0,63344220
-17,43409375;0,65150920
-17,42409375;0,65150920
-17,41409375;0,63344220
-17,40409375;0,63344220
-17,39409375;0,63344220
-17,38409375;0,63344220
-17,37409375;0,63344220
-17,36409375;0,63344220
-17,35409375;0,65150920
-17,34409375;0,63344220
-17,33409375;0,63344220
-17,32409375;0,63344220
-17,31409375;0,63344220
-17,30409375;0,63344220
-17,29409375;0,63344220
-17,28409375;0,63344220
-17,27409375;0,63344220
-17,26409375;0,63344220
-17,25409375;0,63344220
-17,24409375;0,63344220
-17,23409375;0,63344220
-17,22409375;0,63344220
-17,21409375;0,63344220
-17,20409375;0,63344220
-17,19409375;0,63344220
-17,18409375;0,61537520
-17,17409375;0,63344220
-17,16409375;0,63344220
-17,15409375;0,63344220
-17,14409375;0,63344220
-17,13409375;0,63344220
-17,12409375;0,63344220
-17,11409375;0,63344220
-17,10409375;0,61537520
-17,09409375;0,63344220
-17,08409375;0,63344220
-17,07409375;0,61537520
-17,06409375;0,63344220
-17,05409375;0,63344220
-17,04409375;0,63344220
-17,03409375;0,61537520
-17,02409375;0,61537520
-17,01409375;0,61537520
-17,00409375;0,61537520
-16,99409375;0,61537520
-16,98409375;0,61537520
-16,97409375;0,61537520
-16,96409375;0,61537520
-16,95409375;0,61537520
-16,94409375;0,61537520
-16,93409375;0,61537520
-16,92409375;0,61537520
-16,91409375;0,61537520
-16,90409375;0,61537520
-16,89409375;0,61537520
-16,88409375;0,61537520
-16,87409375;0,61537520
-16,86409375;0,61537520
-16,85409375;0,61537520
-16,84409375;0,61537520
-16,83409375;0,59730830
-16,82409375;0,61537520
-16,81409375;0,61537520
-16,80409375;0,61537520
-16,79409375;0,59730830
-16,78409375;0,59730830
-16,77409375;0,59730830
-16,76409375;0,59730830
-16,75409375;0,59730830
-16,74409375;0,57918030
-16,73409375;0,59730830
-16,72409375;0,59730830
-16,71409375;0,59730830
-16,70409375;0,57918030
-16,69409375;0,57918030
-16,68409375;0,57918030
-16,67409375;0,57918030
-16,66409375;0,57918030
-16,65409375;0,57918030
-16,64409375;0,57918030
-16,63409375;0,57918030
-16,62409375;0,57918030
-16,61409375;0,56111330
-16,60409375;0,56111330
-16,59409375;0,56111330
-16,58409375;0,56111330
-16,57409375;0,56111330
-16,56409375;0,56111330
-16,55409375;0,56111330
-16,54409375;0,56111330
-16,53409375;0,54304640
-16,52409375;0,56111330
-16,51409375;0,54304640
-16,50409375;0,54304640
-16,49409375;0,54304640
-16,48409375;0,54304640
-16,47409375;0,54304640
-16,46409375;0,54304640
-16,45409375;0,54304640
-16,44409375;0,54304640
-16,43409375;0,54304640
-16,42409375;0,54304640
-16,41409375;0,52497940
-16,40409375;0,54304640
-16,39409375;0,52497940
-16,38409375;0,54304640
-16,37409375;0,52497940
-16,36409375;0,52497940
-16,35409375;0,52497940
-16,34409375;0,52497940
-16,33409375;0,50685140
-16,32409375;0,52497940
-16,31409376;0,52497940
-16,30409376;0,50685140
-16,29409376;0,50685140
-16,28409376;0,50685140
-16,27409376;0,50685140
-16,26409376;0,50685140
-16,25409376;0,50685140
-16,24409376;0,50685140
-16,23409376;0,50685140
-16,22409376;0,50685140
-16,21409376;0,50685140
-16,20409376;0,48878440
-16,19409376;0,48878440
-16,18409376;0,50685140
-16,17409376;0,48878440
-16,16409376;0,48878440
-16,15409376;0,48878440
-16,14409376;0,48878440
-16,13409376;0,48878440
-16,12409376;0,47071750
-16,11409376;0,47071750
-16,10409376;0,47071750
-16,09409376;0,47071750
-16,08409376;0,47071750
-16,07409376;0,47071750
-16,06409376;0,45265050
-16,05409376;0,45265050
-16,04409376;0,45265050
-16,03409376;0,45265050
-16,02409376;0,45265050
-16,01409376;0,45265050
-16,00409376;0,45265050
-15,99409376;0,43458360
-15,98409376;0,43458360
-15,97409376;0,43458360
-15,96409376;0,43458360
-15,95409376;0,43458360
-15,94409376;0,41645560
-15,93409376;0,41645560
-15,92409376;0,41645560
-15,91409376;0,41645560
-15,90409376;0,41645560
-15,89409376;0,41645560
-15,88409376;0,39838860
-15,87409376;0,41645560
-15,86409376;0,39838860
-15,85409376;0,39838860
-15,84409376;0,39838860
-15,83409376;0,39838860
-15,82409376;0,39838860
-15,81409376;0,39838860
-15,80409376;0,38032170
-15,79409376;0,38032170
-15,78409376;0,39838860
-15,77409376;0,38032170
-15,76409376;0,38032170
-15,75409376;0,38032170
-15,74409376;0,38032170
-15,73409376;0,36225470
-15,72409376;0,36225470
-15,71409376;0,36225470
-15,70409376;0,36225470
-15,69409376;0,36225470
-15,68409376;0,36225470
-15,67409376;0,36225470
-15,66409376;0,36225470
-15,65409376;0,36225470
-15,64409376;0,36225470
-15,63409376;0,34412670
-15,62409376;0,34412670
-15,61409376;0,34412670
-15,60409376;0,34412670
-15,59409376;0,32605980
-15,58409376;0,34412670
-15,57409376;0,32605980
-15,56409376;0,32605980
-15,55409376;0,32605980
-15,54409376;0,32605980
-15,53409376;0,32605980
-15,52409376;0,30799280
-15,51409376;0,30799280
-15,50409376;0,30799280
-15,49409376;0,30799280
-15,48409376;0,28992580
-15,47409376;0,30799280
-15,46409376;0,28992580
-15,45409376;0,28992580
-15,44409376;0,28992580
-15,43409376;0,27185890
-15,42409376;0,27185890
-15,41409376;0,27185890
-15,40409376;0,27185890
-15,39409376;0,27185890
-15,38409376;0,25373090
-15,37409376;0,25373090
-15,36409376;0,25373090
-15,35409376;0,25373090
-15,34409376;0,25373090
-15,33409376;0,25373090
-15,32409376;0,23566390
-15,31409376;0,23566390
-15,30409376;0,23566390
-15,29409376;0,23566390
-15,28409376;0,23566390
-15,27409376;0,23566390
-15,26409376;0,21759700
-15,25409376;0,21759700
-15,24409376;0,21759700
-15,23409376;0,21759700
-15,22409376;0,21759700
-15,21409376;0,19953000
-15,20409376;0,19953000
-15,19409376;0,19953000
-15,18409376;0,19953000
-15,17409376;0,19953000
-15,16409376;0,19953000
-15,15409376;0,19953000
-15,14409376;0,19953000
-15,13409376;0,19953000
-15,12409376;0,18140200
-15,11409376;0,18140200
-15,10409376;0,18140200
-15,09409376;0,18140200
-15,08409376;0,18140200
-15,07409376;0,18140200
-15,06409376;0,16333510
-15,05409376;0,18140200
-15,04409376;0,16333510
-15,03409376;0,16333510
-15,02409376;0,18140200
-15,01409376;0,14526810
-15,00409376;0,16333510
-14,99409376;0,14526810
-14,98409376;0,14526810
-14,97409376;0,14526810
-14,96409376;0,14526810
-14,95409376;0,14526810
-14,94409376;0,14526810
-14,93409376;0,14526810
-14,92409376;0,12720110
-14,91409376;0,12720110
-14,90409376;0,12720110
-14,89409376;0,12720110
-14,88409376;0,12720110
-14,87409376;0,12720110
-14,86409376;0,12720110
-14,85409376;0,12720110
-14,84409376;0,10913420
-14,83409376;0,10913420
-14,82409376;0,10913420
-14,81409376;0,10913420
-14,80409376;0,10913420
-14,79409376;0,10913420
-14,78409376;0,10913420
-14,77409376;0,09100620
-14,76409376;0,10913420
-14,75409376;0,09100620
-14,74409376;0,09100620
-14,73409376;0,07293924
-14,72409376;0,07293924
-14,71409376;0,07293924
-14,70409376;0,07293924
-14,69409376;0,07293924
-14,68409376;0,07293924
-14,67409376;0,05487228
-14,66409377;0,05487228
-14,65409377;0,05487228
-14,64409377;0,05487228
-14,63409377;0,05487228
-14,62409377;0,05487228
-14,61409377;0,03680532
