Temps;Canal B
(ms);(V)

0,00000000;3,64391000
0,08192000;3,64391000
0,16384000;3,64391000
0,24576000;3,64391000
0,32768000;3,55266000
0,40960000;3,55266000
0,49152000;3,46171500
0,57344000;3,46171500
0,65536000;3,27951900
0,73728000;3,27951900
0,81920000;3,27951900
0,90111999;3,27951900
0,98303999;3,18826900
1,06495999;3,09701800
1,14687999;3,09701800
1,22879999;3,09701800
1,31071999;3,09701800
1,39263999;3,00607300
1,47455999;2,91482300
1,55647999;2,91482300
1,63839999;2,82387800
1,72031999;2,73262700
1,80223999;2,64168200
1,88415999;2,55043200
1,96607999;2,45918200
2,04799999;2,45918200
2,12991999;2,36823600
2,21183999;2,27698600
2,29375999;2,18604100
2,37567999;2,18604100
2,45759999;2,09479000
2,53951998;2,00384500
2,62143998;2,00384500
2,70335998;1,91259500
2,78527998;1,82165000
2,86719998;1,82165000
2,94911998;1,73039900
3,03103998;1,63914900
3,11295998;1,63914900
3,19487998;1,63914900
3,27679998;1,54820400
3,35871998;1,45695400
3,44063998;1,45695400
3,52255998;1,36600900
3,60447998;1,36600900
3,68639998;1,27475800
3,76831998;1,27475800
3,85023998;1,18381300
3,93215998;1,18381300
4,01407998;1,09256300
4,09599998;1,09256300
4,17791997;1,00131200
4,25983997;1,00131200
4,34175997;1,00131200
4,42367997;0,91036710
4,50559997;0,91036710
4,58751997;0,81911680
4,66943997;0,72817160
4,75135997;0,72817160
4,83327997;0,72817160
4,91519997;0,72817160
4,99711997;0,63692130
5,07903997;0,63692130
5,16095997;0,54597620
5,24287997;0,54597620
5,32479997;0,54597620
5,40671997;0,45472580
5,48863997;0,45472580
5,57055997;0,36378060
5,65247997;0,36378060
5,73439997;0,36378060
5,81631996;0,36378060
5,89823996;0,27283550
5,98015996;0,27283550
6,06207996;0,27283550
6,14399996;0,18158510
6,22591996;0,18158510
6,30783996;0,18158510
6,38975996;0,09063997
6,47167996;0,09063997
6,55359996;0,09063997
6,63551996;0,09063997
6,71743996;0,09063997
6,79935996;-0,00061037
6,88127996;0,09063997
6,96319996;-0,00061037
7,04511996;0,09063997
7,12703996;-0,00061037
7,20895996;-0,00061037
7,29087996;-0,00061037
7,37279996;-0,00061037
7,45471995;-0,00061037
7,53663995;-0,00061037
7,61855995;-0,00061037
7,70047995;-0,00061037
7,78239995;-0,00061037
7,86431995;-0,00061037
7,94623995;-0,00061037
8,02815995;-0,00061037
8,11007995;-0,00061037
8,19199995;-0,00061037
8,27391995;-0,00061037
8,35583995;-0,00061037
8,43775995;-0,00061037
8,51967995;-0,00061037
8,60159995;-0,00061037
8,68351995;-0,00061037
8,76543995;-0,00061037
8,84735995;-0,00061037
8,92927995;-0,00061037
9,01119995;-0,00061037
9,09311994;-0,00061037
9,17503994;-0,00061037
9,25695994;-0,00061037
9,33887994;-0,00061037
9,42079994;-0,00061037
9,50271994;-0,00061037
9,58463994;-0,00061037
9,66655994;-0,00061037
9,74847994;-0,00061037
9,83039994;-0,00061037
9,91231994;-0,00061037
9,99423994;-0,00061037
10,07615994;-0,00061037
10,15807994;-0,00061037
